City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,chonchi,-42.6128,-73.8092,284.71,84,0,1.7,CL,1702951184
84,vangaindrano,-23.35,47.6,294.93,92,64,2.33,MG,1702951184
85,defiance,41.3334,-84.45,272.54,80,100,8.53,US,1702951184
86,barra de santo antonio,-9.4047,-35.5072,297.75,85,99,4.06,BR,1702951184
87,puerto ayora,-0.7393,-90.3518,297.9,95,56,1.79,EC,1702951184
88,nova sintra,14.8667,-24.7167,294.46,69,13,5.6,CV,1702951184
89,lorengau,-2.0226,147.2712,302.66,73,86,3.08,PG,1702951184
90,hammerfest,70.6634,23.6821,271.4,100,75,1.54,NO,1702951185
91,sisimiut,66.9395,-53.6735,262.89,79,100,14.9,GL,1702951185
92,charlestown,-32.95,151.6667,306.31,66,99,0.89,AU,1702951185
93,kombolcha,11.0816,39.7434,286.02,74,53,0.44,ET,1702951185
94,keflavik,64.0049,-22.5624,276.1,86,75,8.75,IS,1702951082
95,saldanha,-33.0117,17.9442,287.18,81,3,7.54,ZA,1702951077
96,tura,25.5198,90.2201,290.19,78,2,1.1,IN,1702951185
97,klyuchi,52.2667,79.1667,260.68,57,100,8.48,RU,1702951185
98,badger,64.8,-147.5333,261.29,91,100,0.0,US,1702951185
99,ushuaia,-54.8,-68.3,285.96,67,75,7.72,AR,1702950901
100,atafu village,-8.5421,-172.5159,302.57,75,98,3.07,TK,1702951186
101,dudinka,69.4058,86.1778,260.72,83,100,13.41,RU,1702951186
102,sudak,44.85,34.9667,280.5,90,100,2.09,UA,1702951186
103,boyolangu,-8.1181,111.8935,301.08,57,65,3.71,ID,1702951186
104,castillos,-34.1667,-53.8333,288.25,92,100,6.19,UY,1702951186
105,ardanuc,41.1274,42.0629,274.15,85,22,1.27,TR,1702951186
106,margaret river,-33.95,115.0667,295.86,39,0,3.22,AU,1702950996
107,kruisfontein,-34.0033,24.7314,288.64,92,12,0.12,ZA,1702951062
108,preston,53.7667,-2.7167,284.08,93,100,3.81,GB,1702951186
109,hawaiian paradise park,19.5933,-154.9731,294.84,91,65,1.34,US,1702951187
110,pratt,37.6439,-98.7376,275.49,60,0,2.57,US,1702951187
111,nagqu,31.5,92.0,250.29,76,4,0.91,CN,1702951187
112,lamu,-2.2717,40.902,298.27,85,100,4.33,KE,1702951187
113,fortaleza,-3.7227,-38.5247,302.63,81,20,2.57,BR,1702951102
114,weligama,5.9667,80.4167,298.21,89,72,2.23,LK,1702951187
115,hasaki,35.7333,140.8333,282.2,78,100,5.93,JP,1702951187
116,greenville,35.6127,-77.3663,282.66,75,40,2.57,US,1702951187
117,wotho,10.1657,166.0102,300.29,76,5,9.48,MH,1702951187
118,la passe,45.5549,-0.8967,276.28,85,18,0.53,FR,1702951188
119,khilok,51.3674,110.4676,249.3,88,100,2.1,RU,1702951188
120,ribeira grande,38.5167,-28.7,286.91,90,100,12.07,PT,1702951188
121,taltal,-25.4,-70.4833,291.64,78,6,1.23,CL,1702951188
122,olonkinbyen,70.9221,-8.7187,269.62,70,100,4.1,SJ,1702951188
123,haiku-pauwela,20.9219,-156.3051,298.16,68,40,10.29,US,1702951060
124,kamaishi,39.2667,141.8833,275.47,56,100,1.7,JP,1702951188
125,sao felix do xingu,-6.6447,-51.995,297.46,84,74,0.7,BR,1702951189
126,puerto baquerizo moreno,-0.9,-89.6,297.27,89,75,4.76,EC,1702951189
127,grand gaube,-20.0064,57.6608,300.03,92,100,4.38,MU,1702951189
128,kintampo,8.0563,-1.7306,296.85,18,8,1.04,GH,1702951189
129,ercis,39.0287,43.3586,268.7,56,89,1.64,TR,1702951189
130,ribeira brava,32.65,-17.0667,291.5,66,0,2.66,PT,1702951189
131,anadyr,64.75,177.4833,254.43,78,40,3.0,RU,1702951051
132,guanica,17.9716,-66.908,299.8,61,19,4.42,PR,1702951189
133,tsiombe,-25.3,45.4833,295.3,89,31,3.09,MG,1702951062
134,kolosovka,56.4678,73.611,263.56,94,100,6.56,RU,1702951190
135,remire-montjoly,4.9167,-52.2667,300.17,89,40,1.54,GF,1702951190
136,vadso,70.0744,29.7487,272.24,74,49,13.38,NO,1702951190
137,port lincoln,-34.7333,135.8667,289.91,57,0,8.78,AU,1702951190
138,severo-yeniseyskiy,60.3725,93.0408,240.69,100,97,1.34,RU,1702951190
139,stanley,54.868,-1.6985,281.77,85,40,5.66,GB,1702951044
140,praia da vitoria,38.7333,-27.0667,288.01,94,75,9.79,PT,1702951190
141,cidade velha,14.9167,-23.6167,297.41,69,20,7.2,CV,1702951190
142,ust-nera,64.5667,143.2,237.99,97,98,1.52,RU,1702951190
143,magadan,59.5667,150.8,250.93,85,59,5.37,RU,1702951191
144,eyl,7.9803,49.8164,297.99,74,80,9.22,SO,1702951191
145,sur,22.5667,59.5289,294.06,55,3,3.13,OM,1702951191
146,ginir,7.1333,40.7,286.01,41,67,2.48,ET,1702951191
147,carnarvon,-24.8667,113.6333,297.89,71,15,5.09,AU,1702951057
148,bukene,-4.2333,32.8833,293.32,85,94,0.99,TZ,1702951191
149,estevan,49.1334,-102.9842,270.26,80,100,3.09,CA,1702951191
150,choibalsan,48.0667,114.5,248.25,86,99,4.09,MN,1702951191
151,longyearbyen,78.2186,15.6401,269.06,68,75,4.12,SJ,1702951054
152,yellowknife,62.456,-114.3525,250.44,84,40,4.12,CA,1702951192
153,punta del este,-34.9667,-54.95,290.21,83,75,8.23,UY,1702951192
154,alofi,-19.0595,-169.9187,302.09,74,75,9.77,NU,1702951192
155,phek,25.6667,94.5,279.58,86,47,0.77,IN,1702951192
156,princeville,45.7668,-61.2985,287.27,92,100,9.26,CA,1702951192
157,sotkamo,64.1333,28.4167,272.16,97,100,2.99,FI,1702951192
158,polyarnyy,69.1989,33.4478,263.45,87,7,5.7,RU,1702951050
159,ishinomaki,38.4167,141.3,277.15,64,100,2.47,JP,1702951192
160,mejit,10.2753,170.8646,300.15,73,20,10.22,MH,1702951070
161,kavieng,-2.5744,150.7967,301.78,75,99,2.42,PG,1702951193
162,harper,4.375,-7.7169,298.96,85,84,1.19,LR,1702951193
163,constantia,44.1833,28.65,275.76,75,6,3.77,RO,1702951193
164,terrace,54.5163,-128.6035,274.1,80,100,12.86,CA,1702951193
165,mount gambier,-37.8333,140.7667,291.0,43,3,5.44,AU,1702951046
166,castelli,-25.9468,-60.6195,299.57,76,70,5.55,AR,1702951193
167,flying fish cove,-10.4217,105.6791,300.97,69,40,3.09,CX,1702951077
168,richards bay,-28.783,32.0377,295.19,93,100,6.6,ZA,1702951194
169,tabou,4.423,-7.3528,299.0,85,52,1.2,CI,1702951194
170,papao,-17.75,-149.55,301.97,74,100,2.4,PF,1702951195
171,alaghsas,17.0187,8.0168,290.26,25,7,2.82,NE,1702951195
172,mascote,-15.5631,-39.3025,294.71,96,1,0.95,BR,1702951195
173,ndele,8.4109,20.6473,296.66,32,100,1.65,CF,1702951195
174,east london,-33.0153,27.9116,291.87,84,18,3.24,ZA,1702951055
175,tazovsky,67.4667,78.7,258.54,89,100,8.9,RU,1702951056
176,deniliquin,-35.5333,144.9667,298.86,41,100,8.04,AU,1702951195
177,ambarawa,-7.2633,110.3975,300.02,51,23,1.49,ID,1702951195
178,udachny,66.4167,112.4,244.42,96,84,1.31,RU,1702951062
179,cutral-co,-38.9469,-69.2089,289.21,10,40,1.79,AR,1702951195
180,lewistown,40.5992,-77.5714,276.82,75,100,3.6,US,1702951196
181,queenstown,-31.8976,26.8753,285.37,91,100,1.79,ZA,1702951196
182,tangalle,6.024,80.7911,297.24,87,74,5.19,LK,1702951196
183,arraial do cabo,-22.9661,-42.0278,296.13,88,20,2.06,BR,1702951196
184,wailua homesteads,22.0669,-159.378,296.34,72,100,3.58,US,1702951196
185,walvis bay,-22.9575,14.5053,289.87,94,96,5.66,NA,1702951196
186,pisco,-13.7,-76.2167,294.18,88,75,7.2,PE,1702951196
187,sangareddi,17.6294,78.0917,291.33,60,46,2.31,IN,1702951196
188,saudarkrokur,65.7461,-19.6394,271.24,92,100,2.87,IS,1702951197
189,avarua,-21.2078,-159.775,299.18,78,75,5.66,CK,1702951197
190,jamestown,42.097,-79.2353,274.66,100,100,8.23,US,1702951197
191,invercargill,-46.4,168.35,293.98,37,100,2.25,NZ,1702951197
192,shimanovsk,52.0,127.7,250.99,88,99,2.95,RU,1702951197
193,crane,31.3974,-102.3501,285.02,47,100,4.23,US,1702951197
194,medicine hat,50.0501,-110.6683,277.76,60,75,1.54,CA,1702950986
195,al jumum,21.6169,39.6981,295.93,64,14,1.09,SA,1702951197
196,vila franca do campo,37.7167,-25.4333,291.38,90,100,5.18,PT,1702951197
197,new norfolk,-42.7826,147.0587,289.87,52,75,2.47,AU,1702951048
198,papatowai,-46.5619,169.4708,292.36,51,99,2.8,NZ,1702951198
199,chifeng,42.2683,118.9636,256.11,60,27,4.19,CN,1702951198
200,kujang-up,39.8672,126.0303,264.25,90,100,1.22,KP,1702951198
201,mantua,45.1667,10.7833,278.18,67,1,3.29,IT,1702951198
202,tosontsengel,48.7567,98.2839,233.71,99,79,0.6,MN,1702951198
203,sao fidelis,-21.6461,-41.7469,295.49,95,32,0.97,BR,1702951198
204,saipan,15.1355,145.701,302.54,79,75,7.72,MP,1702951198
205,unhel,23.3333,75.5667,286.03,60,98,3.05,IN,1702951199
206,peace river,56.2501,-117.286,269.32,68,75,2.57,CA,1702951199
207,kismayo,-0.3582,42.5454,300.29,80,70,6.46,SO,1702951199
208,toba,34.4833,136.85,282.64,53,68,1.34,JP,1702951199
209,rio grande,-32.035,-52.0986,293.68,92,100,9.18,BR,1702951047
210,la ronge,55.1001,-105.2842,270.29,68,0,4.12,CA,1702951199
211,pingliang,35.5392,106.6861,267.43,38,0,1.2,CN,1702951199
212,anapa,44.8908,37.3239,280.34,100,75,1.0,RU,1702951199
213,al fuwayliq,26.4432,43.2534,285.23,31,25,2.08,SA,1702951200
214,college,64.8569,-147.8028,261.33,92,100,0.0,US,1702951200
215,lerwick,60.1545,-1.1494,279.15,67,33,11.25,GB,1702951200
216,nantucket,41.2835,-70.0995,282.6,81,75,9.77,US,1702951201
217,san julian,21.0167,-102.1667,286.92,29,93,1.13,MX,1702951207
218,cavelossim,15.1726,73.9419,300.14,65,100,8.29,IN,1702951209
219,tiksi,71.6872,128.8694,254.65,90,100,6.34,RU,1702951210
220,hami,42.8,93.45,259.7,54,0,1.61,CN,1702951059
221,kapchorwa,1.3965,34.4509,287.27,66,19,0.17,UG,1702951211
222,lihue,21.9789,-159.3672,298.73,72,75,8.23,US,1702951052
223,kokopo,-4.352,152.2633,300.99,74,100,1.62,PG,1702951212
224,hithadhoo,-0.6,73.0833,301.28,74,45,2.87,MV,1702951213
225,gadzhiyevo,69.2551,33.3362,263.18,87,6,5.88,RU,1702951213
226,st. john's,47.5649,-52.7093,279.7,93,75,9.26,CA,1702951064
227,blackwater,-23.5833,148.8833,305.94,37,8,4.37,AU,1702951215
228,buta,2.7858,24.73,296.5,67,100,0.59,CD,1702951216
229,manicore,-5.8092,-61.3003,298.71,87,100,0.8,BR,1702951217
230,itacoatiara,-3.1431,-58.4442,299.5,78,99,0.66,BR,1702951218
231,belabo,4.9333,13.3,293.4,48,100,0.81,CM,1702951218
232,nuku'alofa,-21.1333,-175.2,302.34,70,40,8.23,TO,1702951062
233,carbonear,47.7332,-53.2148,281.06,90,100,7.77,CA,1702951219
234,rongelap,11.1635,166.8941,300.28,77,24,9.59,MH,1702951067
235,tolanaro,-25.0319,46.9987,297.19,88,75,1.03,MG,1702951220
236,belomorsk,64.5232,34.7668,273.51,97,97,3.0,RU,1702951220
237,balabac,7.9868,117.0645,301.92,75,55,6.32,PH,1702951221
238,cartagena,10.3997,-75.5144,301.94,74,40,5.14,CO,1702950691
239,cockburn town,21.4612,-71.1419,299.07,77,100,2.72,TC,1702951214
240,hadibu,12.65,54.0333,298.09,76,83,8.29,YE,1702951223
241,bhim tal,29.35,79.5667,277.8,38,0,2.29,IN,1702951224
242,kulhudhuffushi,6.6221,73.07,300.74,79,25,3.68,MV,1702951224
243,bay harbor,30.1471,-85.6146,285.91,68,0,4.12,US,1702951225
244,poronaysk,49.2167,143.1167,261.41,76,100,2.64,RU,1702951227
245,ngaoundere,7.3167,13.5833,292.94,26,100,1.63,CM,1702951229
246,cherokee,34.2668,-84.4499,280.06,48,0,7.72,US,1702951037
247,jerome,42.7241,-114.5186,276.73,72,40,6.69,US,1702951160
248,aykhal,66.0,111.5,250.32,88,92,1.58,RU,1702951230
249,bamboo flat,11.7,92.7167,301.2,83,20,4.12,IN,1702951230
250,chibougamau,49.9168,-74.3659,270.94,93,100,8.23,CA,1702951231
251,kirensk,57.7853,108.1119,232.21,100,60,0.84,RU,1702951233
252,port alfred,-33.5906,26.891,291.03,99,100,2.08,ZA,1702951234
253,sandnessjoen,66.0217,12.6316,276.44,75,100,14.3,NO,1702951236
254,idaho falls,43.4666,-112.0341,273.46,86,100,1.54,US,1702951237
255,blenheim,-41.516,173.9528,300.11,42,9,0.89,NZ,1702951238
256,sept-iles,50.2001,-66.3821,280.4,95,100,5.14,CA,1702951238
257,gebeit,21.0667,36.3167,290.09,68,1,2.71,SD,1702951240
258,garh maharaja,30.8339,71.9053,285.9,38,0,2.18,PK,1702951240
259,nemuro,43.3236,145.575,269.31,59,24,8.99,JP,1702951240
260,bandar labuan,5.2888,115.2692,303.35,79,20,0.0,MY,1702951241
261,quellon,-43.1167,-73.6167,280.3,93,0,1.88,CL,1702951242
262,rehoboth,-23.3167,17.0833,296.75,20,37,2.96,NA,1702951242
263,al ghayzah,16.2079,52.176,294.03,49,2,3.67,YE,1702951243
264,malmslatt,58.411,15.5165,282.18,86,100,10.29,SE,1702951244
265,labytnangi,66.6572,66.4183,259.61,96,100,4.13,RU,1702950985
266,guarapari,-20.6667,-40.4975,296.12,93,13,1.96,BR,1702951244
267,shingu,33.7333,135.9833,284.72,44,28,2.07,JP,1702951245
268,kamina,-8.7386,24.9906,291.74,97,100,1.69,CD,1702951245
269,brindisi,40.5833,17.6667,284.35,89,18,4.54,IT,1702951247
270,maintirano,-18.0667,44.0167,301.6,72,100,3.33,MG,1702951248
271,pimenta bueno,-11.6725,-61.1936,300.21,65,100,1.34,BR,1702951248
272,zhangye,38.9342,100.4517,259.18,81,18,0.77,CN,1702951249
273,naze,28.3667,129.4833,293.66,73,89,7.76,JP,1702951249
274,fada,9.5667,8.3,293.12,25,10,2.57,NG,1702951249
275,rio gallegos,-51.6226,-69.2181,289.18,48,0,6.69,AR,1702951202
276,ust'-kulom,61.6864,53.6902,267.5,97,100,1.91,RU,1702951250
277,saint-philippe,-21.3585,55.7679,298.92,78,0,0.95,RE,1702951191
278,braniewo,54.3797,19.8196,279.89,90,100,8.94,PL,1702951184
279,aras-asan,8.8908,126.3033,300.48,87,100,3.38,PH,1702951252
280,vilyuchinsk,52.9306,158.4028,270.3,73,40,2.46,RU,1702951252
281,miranda de ebro,42.6865,-2.947,279.58,57,0,1.24,ES,1702951252
282,myeik,12.4333,98.6,299.64,69,68,2.05,MM,1702951252
283,banda aceh,5.5577,95.3222,300.94,79,88,8.36,ID,1702951252
284,fisterra,42.9049,-9.2629,278.57,77,49,0.94,ES,1702951252
285,saraqib,35.8645,36.8059,280.02,43,0,0.72,SY,1702951252
286,hilo,19.7297,-155.09,296.0,87,100,2.57,US,1702951124
287,felege neway,6.3,36.8833,289.18,68,59,0.35,ET,1702951253
288,marka,1.7159,44.7717,298.36,82,48,5.93,SO,1702951253
289,pimentel,-6.8367,-79.9342,295.31,83,0,7.2,PE,1702951253
290,paracuru,-3.41,-39.0306,300.99,85,100,4.1,BR,1702951093
291,roma,43.2128,-75.4557,277.94,85,100,0.0,US,1702951253
292,barstow,34.8986,-117.0228,288.24,19,92,2.71,US,1702951254
293,huangnihe,43.5583,128.0239,256.92,74,100,1.03,CN,1702951254
294,al qaryatayn,34.2296,37.2407,279.32,61,0,0.65,SY,1702951254
295,fort bragg,35.139,-79.006,284.06,54,100,7.72,US,1702951255
296,kongolo,-5.3833,27.0,294.6,97,100,0.65,CD,1702951255
297,taoudenni,22.6783,-3.9836,283.6,39,28,6.64,ML,1702951255
298,'ali al gharbi,32.4633,46.6864,287.68,48,96,3.29,IQ,1702951255
299,enniskillen,54.3461,-7.6413,280.91,91,100,2.04,GB,1702951255
300,lone grove,34.1754,-97.2628,280.36,49,2,2.81,US,1702951255
301,letlhakane,-21.4167,25.5833,297.1,76,100,4.21,BW,1702951256
302,pitimbu,-7.4706,-34.8086,300.48,83,88,1.62,BR,1702951256
303,shahrak,34.1074,64.3052,273.44,37,100,2.62,AF,1702951256
304,north bend,43.4065,-124.2243,285.97,94,75,2.06,US,1702951256
305,viedma,-40.8135,-62.9967,284.45,57,0,1.63,AR,1702951235
306,lethem,3.3803,-59.7968,304.08,51,94,5.33,GY,1702951256
307,goundam,16.4145,-3.6708,288.32,18,99,7.97,ML,1702951257
308,krasnokholm,51.5979,54.1567,267.83,98,100,2.57,RU,1702951257
309,juan griego,11.0817,-63.9655,298.61,91,11,3.66,VE,1702951257
310,sungai penuh,-2.0833,101.3833,292.36,97,100,0.98,ID,1702951257
311,santa maria,-29.6842,-53.8069,296.76,83,40,2.57,BR,1702951244
312,cururupu,-1.8283,-44.8683,298.3,88,44,1.58,BR,1702951257
313,kayangel,8.0823,134.7173,301.68,73,3,7.21,PW,1702951257
314,rondonopolis,-16.4708,-54.6356,300.84,32,16,0.86,BR,1702951207
315,aioun,16.6614,-9.6149,287.85,20,37,7.31,MR,1702951258
316,buka,40.8108,69.1986,276.21,82,100,2.36,UZ,1702951049
317,sinabang,2.4803,96.3801,300.92,80,89,1.55,ID,1702951258
318,bubaque,11.2833,-15.8333,300.39,49,100,6.64,GW,1702951258
319,bela,25.9333,81.9833,285.19,49,52,2.87,IN,1702951258
320,siocon,7.7061,122.1353,301.34,78,100,3.07,PH,1702951258
321,hushitai,41.9322,123.5114,261.1,84,100,5.02,CN,1702951259
322,santana,-0.0583,-51.1817,301.25,78,20,3.09,BR,1702951259
323,san jose del cabo,23.0589,-109.6977,298.56,74,100,0.25,MX,1702951259
324,lompoc,34.6391,-120.4579,289.59,88,100,4.63,US,1702951197
325,irece,-11.3042,-41.8558,296.68,69,97,2.41,BR,1702951259
326,puerto francisco de orellana,-0.4667,-76.9667,296.51,96,30,0.41,EC,1702951259
327,kapit,2.0167,112.9333,297.04,99,100,0.32,MY,1702951259
328,eenhana,-17.4667,16.3333,293.86,73,100,3.95,NA,1702951260
329,midvagur,62.0511,-7.1939,277.61,75,75,6.17,FO,1702951260
330,port mathurin,-19.6833,63.4167,299.84,78,32,7.88,MU,1702951047
331,banamba,13.55,-7.45,286.78,23,7,4.37,ML,1702951260
332,munchenbuchsee,47.0218,7.4504,277.78,92,100,2.57,CH,1702951202
333,luderitz,-26.6481,15.1594,289.97,71,51,7.32,NA,1702951261
334,nogliki,51.8333,143.1667,254.02,79,100,5.4,RU,1702951261
335,karratha,-20.7377,116.8463,298.33,70,0,6.1,AU,1702951233
336,brisas de zicatela,15.8369,-97.0419,299.44,61,40,1.54,MX,1702951262
337,cuamba,-14.8031,36.5372,298.66,63,98,1.01,MZ,1702951262
338,pointe-noire,-4.7761,11.8635,299.33,89,100,1.09,CG,1702951050
339,yeed,4.55,43.0333,297.78,54,89,5.64,SO,1702951264
340,san luis de la loma,17.2706,-100.8939,296.58,96,14,1.47,MX,1702951264
341,las terrenas,19.311,-69.5428,298.83,84,100,5.22,DO,1702951265
342,markovo,57.3206,107.0881,234.1,100,57,0.61,RU,1702951265
343,dalandzadgad,43.5708,104.425,251.47,64,0,0.45,MN,1702951265
344,sovetskaya gavan',48.9723,140.2878,255.99,81,100,2.23,RU,1702951266
345,roseburg north,43.2645,-123.3033,282.18,78,0,0.0,US,1702951063
346,chimore,-16.9833,-65.1333,297.61,93,100,0.98,BO,1702951266
347,retreat,38.8245,-85.8533,271.73,73,7,1.34,US,1702951268
348,harjavalta,61.3167,22.1333,274.0,98,100,4.34,FI,1702951268
349,kerikeri,-35.2268,173.9474,295.13,65,43,3.03,NZ,1702951043
350,alice springs,-23.7,133.8833,302.9,28,11,6.69,AU,1702951061
351,lichinga,-13.3128,35.2406,291.48,74,100,1.64,MZ,1702951269
352,hotan,37.0997,79.9269,267.67,49,7,1.35,CN,1702951270
353,saint-pierre,-21.3393,55.4781,298.97,61,0,3.6,RE,1702951270
354,bafilo,9.35,1.2667,294.71,22,4,1.86,TG,1702951270
355,bria,6.5423,21.9863,295.27,39,100,1.78,CF,1702951271
356,sharanga,57.1775,46.5396,269.29,95,85,3.69,RU,1702951271
357,vernon,50.2581,-119.2691,275.89,85,100,1.03,CA,1702951270
358,mojo,8.6,39.1167,288.71,57,100,1.87,ET,1702951272
359,ankang,32.68,109.0172,277.64,60,100,0.15,CN,1702951272
360,savanna-la-mar,18.219,-78.1332,299.22,74,1,4.84,JM,1702951272
361,willowmore,-33.2926,23.4895,286.98,79,13,2.71,ZA,1702951273
362,yalutorovsk,56.6536,66.3006,262.02,96,98,3.13,RU,1702951273
363,ancud,-41.8697,-73.8203,284.39,65,0,2.85,CL,1702951057
364,huarmey,-10.0681,-78.1522,294.68,87,100,4.09,PE,1702951274
365,argo,37.6333,22.7333,283.01,47,0,1.86,GR,1702951275
366,geraldton,-28.7667,114.6,309.38,19,3,8.75,AU,1702951138
